Page Title,Page Sub Title,Previous Page URL,Filter By Topics,Filter by Date,-,-,-
Gujarati,,,,,"Path-gynati, chhut-achhut baal-ramat","પંથ-જ્ઞાતિ, છૂત-અછૂત બાળ-રમત",http://s768147321.onlinehome.us/DadaReact/PD/MS02-086.pdf
Gujarati,,,,,Akriya karto nathi kriya,અક્રિય કરતો નથી ક્રિયા,http://s768147321.onlinehome.us/DadaReact/PD/MS02-087.pdf
Gujarati,,,,,Trimantra smarane dur sansar vighna,ત્રિમંત્ર સ્મરણે દૂર સંસાર વિઘ્ન,http://s768147321.onlinehome.us/DadaReact/PD/MS02-089.pdf
Gujarati,,,,,"Sadguru ""te"" shuddh chaitanyana j swami","સદગુરૂ 'તે' શુદ્ધ ચૈતન્યના જ સ્વામી",http://s768147321.onlinehome.us/DadaReact/PD/MS02-090.pdf
Gujarati,,,,,"Navra nathi avakashe, brahma, vishnu","નવરા નથી અવકાશે, બ્રહ્મા, વિષ્ણું",http://s768147321.onlinehome.us/DadaReact/PD/MS02-091.pdf
Gujarati,,,,,Manviya buddhi upar jaami gai chhe,માનવીય બુદ્ધિ ઉપર જામી ગઈ છે,http://s768147321.onlinehome.us/DadaReact/PD/MS02-092.pdf
Gujarati,,,,,Pratyek samay gyani varte chhe divyata,"પ્રત્યેક સમય જ્ઞાની, વર્તે છે દિવ્યતા",http://s768147321.onlinehome.us/DadaReact/PD/MS02-093.pdf
Gujarati,,,,,Kalam tod kanoon jivatu avsan,કલમ તોડ કાનૂન જીવતું અવસાન,http://s768147321.onlinehome.us/DadaReact/PD/MS02-094.pdf
Gujarati,,,,,"Saddhar dharm nathi, mat-mohandh","સદ્ધર ધર્મ નથી, મત-મોહાંધ",http://s768147321.onlinehome.us/DadaReact/PD/MS02-095.pdf
Gujarati,,,,,"Kavi nathi navnit, bhajan chhe padgha","કવિ નથી નવનીત, ભજન છે પડઘા",http://s768147321.onlinehome.us/DadaReact/PD/MS02-096.pdf
Gujarati,,,,,Yaad aave swapnoni vanthambhi vanzhar,યાદ આવે સ્વપ્નોની વણથંભી વણઝાર,http://s768147321.onlinehome.us/DadaReact/PD/MS02-097.pdf
Gujarati,,,,,"chaudashiya hoy nahi, to kon dhundhe","ચૌદશિયા હોય નહીં, તો કોણ ઢૂંઢે",http://s768147321.onlinehome.us/DadaReact/PD/MS02-098.pdf
Gujarati,,,,,"Rangin roopni roshni, hethal mansni","રંગીન રૂપની રોશની, હેઠળ માંસની",http://s768147321.onlinehome.us/DadaReact/PD/MS02-099.pdf
Gujarati,,,,,Jyathi juo suryane tyathi prakashe,"જ્યાંથી જુઓ સૂર્યને, ત્યાંથી પ્રકાશે",http://s768147321.onlinehome.us/DadaReact/PD/MS02-100.pdf
Gujarati,,,,,Jivta j fare chhe muadadane danav,જીવતાં જ ફરે છે મુડદાં ને દાનવ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-101.pdf
Gujarati,,,,,"Shastrakavya tumbe be, maat vina dharini","શાસ્ત્રકાવ્ય તુંબે બે, માત વીણા ધારિણી",http://s768147321.onlinehome.us/DadaReact/PD/MS02-102.pdf
Gujarati,,,,,"Shuddha prem ak alpya, haiya hillole","શુદ્ધ પ્રેમ અક અલ્પ્ય, હૈયાં હિલ્લોળે",http://s768147321.onlinehome.us/DadaReact/PD/MS02-103.pdf
Gujarati,,,,,Aaropit Pinjrama Nyayadhish Najarked,આરોપિત પીંજરામાં ન્યાયાધીશ નજરદેદ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-104.pdf
Gujarati,,,,,Sharabini mahefile kef chade j chade,શરાબીની મહેફિલે કેફ ચડે જ ચડે,http://s768147321.onlinehome.us/DadaReact/PD/MS02-105.pdf
Gujarati,,,,,Uchhline dhale chhe ae bhamardane bhaan,ઊછળીને ઢળે છે એ ભમરડાને ભાન,http://s768147321.onlinehome.us/DadaReact/PD/MS02-106.pdf
Gujarati,,,,,"Drashtino j fer chhe, vaat ""te""ni te j","દ્રષ્ટિનો જ ફેર છે, વાત 'તે'ની તે જ",http://s768147321.onlinehome.us/DadaReact/PD/MS02-107.pdf
Gujarati,,,,,"Aishwarya upkar aap, bhagwan aparmpar","ઐશ્વર્ય ઉપકાર આપ, ભગવાન અપરંપાર",http://s768147321.onlinehome.us/DadaReact/PD/MS02-108.pdf
Gujarati,,,,,"Jagat-kshetra ranjan, bauddhik satya","જગત-ક્ષેત્ર રંજન, બૌદ્ધિક સત્ય",http://s768147321.onlinehome.us/DadaReact/PD/MS02-110.pdf
Gujarati,,,,,"Kshanik ""naam"" sambandhne","ક્ષણિક 'નામ' સંબંધને",http://s768147321.onlinehome.us/DadaReact/PD/MS02-111.pdf
Gujarati,,,,,Gyanio j varte atyant virodhabhas,જ્ઞાનીઓ જ વર્તે અત્યંત વિરોધાભાસ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-112.pdf
Gujarati,,,,,Koti koti gyanino aek j abhipray,કોટિ કોટિ જ્ઞાનીનો એક જ અભિપ્રાય,http://s768147321.onlinehome.us/DadaReact/PD/MS02-114.pdf
Gujarati,,,,,Niyanu karyu chhe te vapre kamani,નિયાણું કર્યું છે તે વાપરે કમાણી,http://s768147321.onlinehome.us/DadaReact/PD/MS02-115.pdf
Gujarati,,,,,"Navnit bhajanma laksh, ""te"" nu","નવનીત ભજનમાં લક્ષ, 'તે' નું",http://s768147321.onlinehome.us/DadaReact/PD/MS02-117.pdf
Gujarati,,,,,Khudi-ram kheladina aek j abhipray,ખુદી-રામ ખેલાડીનાં એક જ અભિપ્રાય,http://s768147321.onlinehome.us/DadaReact/PD/MS02-118.pdf
Gujarati,,,,,Anadithi bhatkela mudhatmanu gaan,અનાદિથી ભટકેલા મૂઢાત્માનું ગાન,http://s768147321.onlinehome.us/DadaReact/PD/MS02-119.pdf
Gujarati,,,,,"Tanmay deh-karme, yugothi je avasthit","તન્મય દેહ-કર્મે, યુગોથી જે અવસ્થિત",http://s768147321.onlinehome.us/DadaReact/PD/MS02-120.pdf
Gujarati,,,,,"Dubi javay chhe, chhabchhabiya karya pachhi","ડૂબી જવાય છે, છબછબિયાં કર્યા પછી",http://s768147321.onlinehome.us/DadaReact/PD/MS02-121.pdf
Gujarati,,,,,Bhagwane kahyu: vishwe paya dhila,ભગવાને કહ્યુઃ વિશ્વે પાયા ઢીલા,http://s768147321.onlinehome.us/DadaReact/PD/MS02-122.pdf
Gujarati,,,,,Dharma na naame dhandha thay,ધર્મને નામે ધંધા થાય,http://s768147321.onlinehome.us/DadaReact/PD/MS02-123.pdf
Gujarati,,,,,Aani per dhul ne peli mer varsad ,આણી પેર ધૂળ ને પેલી મેર વરસાદ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-124.pdf
Gujarati,,,,,"Muktima ye raag nahi, jagatma ye","મુક્તિમાં યે રાગ નહીં, જગતમાં યે",http://s768147321.onlinehome.us/DadaReact/PD/MS02-125.pdf
Gujarati,,,,,Satkami mumukshunu siddh manav mandir,સતકામી મુમુક્ષુનું સિદ્ધ માનવ મંદિર,http://s768147321.onlinehome.us/DadaReact/PD/MS02-126.pdf
Gujarati,,,,,"Satpurushni ""vyavhar""tithi ae","સતપુરુષની 'વ્યવહાર' તિથિ એ",http://s768147321.onlinehome.us/DadaReact/PD/MS02-127.pdf
Gujarati,,,,,Mai mai kartu bakru,"મૈં, મૈં કરતું બકરું",http://s768147321.onlinehome.us/DadaReact/PD/MS02-128.pdf
Gujarati,,,,,"Sarvagna purushna, anguthe j amrut","સર્વજ્ઞ પુરૂષના, અંગુઠે જ અમૃત",http://s768147321.onlinehome.us/DadaReact/PD/MS02-129.pdf
Gujarati,,,,,"Bhagwan khud-bkhud, ghusyo chhe pind ma","ભગવાન ખુદ-બખુદ, ઘૂસ્યો છે પીંડમાં",http://s768147321.onlinehome.us/DadaReact/PD/MS02-130.pdf
Gujarati,,,,,"Anadithi vyavasthit be, surya chandra","અનાદિથી વ્યવસ્થિત બે, સૂર્યચંદ્ર",http://s768147321.onlinehome.us/DadaReact/PD/MS02-131.pdf
Gujarati,,,,,"Nirakari kshetrakare kidi, hathi joi le","નિરાકારી ક્ષેત્રાકારે કીડી, હાથી, જોઈ લે",http://s768147321.onlinehome.us/DadaReact/PD/MS02-132.pdf
Gujarati,,,,,"Pratyek jiv samaan, dhanya dharni karunya","પ્રત્યેક જીવ સમાન, ધન્ય ધરણી કારુણ્ય",http://s768147321.onlinehome.us/DadaReact/PD/MS02-133.pdf
Gujarati,,,,,Aaj Kyay Raam Chhe?,આજ ક્યાંય રામ છે?,http://s768147321.onlinehome.us/DadaReact/PD/MS02-134.pdf
Gujarati,,,,,Karma karta chhata sarvatha je nirlep,કર્મ કરતાં છતાં સર્વથા જે નિર્લેપ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-135.pdf
Gujarati,,,,,Uday karma chetna ae sakaam nirjara,ઉદય કર્મ ચેતનાએ સકામ નિર્જરા,http://s768147321.onlinehome.us/DadaReact/PD/MS02-136.pdf
Gujarati,,,,,"Shashvat bhajanma, aatma j sthayi","શાશ્વત ભજનમાં, આત્મા જ સ્થાયી",http://s768147321.onlinehome.us/DadaReact/PD/MS02-137.pdf
Gujarati,,,,,"Shuddh parmanu, murt, amurt bhagwan","શુદ્ધ પરમાણું, મૂર્ત, અમૂર્ત ભગવાન",http://s768147321.onlinehome.us/DadaReact/PD/MS02-138.pdf
Gujarati,,,,,"Dagmagti andh-shraddha, anukule","ડગમગતી અંધ-શ્રદ્ધા, અનુકૂળે",http://s768147321.onlinehome.us/DadaReact/PD/MS02-141.pdf
Gujarati,,,,,"Agiyarmu aascharya, moksha dataar chhe","અગિયારમું આશ્ચર્ય, મોક્ષ દાતાર છે",http://s768147321.onlinehome.us/DadaReact/PD/MS02-142.pdf
Gujarati,,,,,"Pruthvi je ubhi chhe, shesh naag kalpana","પૃથ્વી જે ઊભી છે, શેષ નાગ કલ્પના",http://s768147321.onlinehome.us/DadaReact/PD/MS02-143.pdf
Gujarati,,,,,"Satdharma kaaj ladya, purve satyugthi","સતધર્મ કાજ લડ્યા, પૂર્વે સતયુગથી",http://s768147321.onlinehome.us/DadaReact/PD/MS02-144.pdf
Gujarati,,,,,Jumpadina kodiye swa-par prakash,ઝૂંપડીના કોડિયે સ્વ-પર પ્રકાશ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-145.pdf
Gujarati,,,,,"Bharhade shekaya 'bij' mudh sansariya","ભરહાડે શેકાયાં 'બીજ' મૂઢ સંસારિયા",http://s768147321.onlinehome.us/DadaReact/PD/MS02-146.pdf
Gujarati,,,,,"Jivni jagat mrug jale, bujhati","જીવ'ની જગત મૃગજળે, બુઝાતી",http://s768147321.onlinehome.us/DadaReact/PD/MS02-147.pdf
Gujarati,,,,,"Trikaran sitare, man buddhi, chitt","ત્રિકરણ સિતારે, મન, બુદ્ધિ, ચિત્ત",http://s768147321.onlinehome.us/DadaReact/PD/MS02-148.pdf
Gujarati,,,,,Vastavik natyama janmta j karunant,વાસ્તવિક નાટ્યમાં જન્મતાં જ કરૂણાંત,http://s768147321.onlinehome.us/DadaReact/PD/MS02-149.pdf
Gujarati,,,,,"Shastro lakhe, ghaumathi kankra chhuta kar","શાસ્ત્રો લખે, ઘઉંમાંથી કાંકરા છૂટા કર",http://s768147321.onlinehome.us/DadaReact/PD/MS02-150.pdf
Gujarati,,,,,Sansar sagar tarvo chhe dushkar,સંસાર સાગર તરવો છે દુષ્કર,http://s768147321.onlinehome.us/DadaReact/PD/MS02-151.pdf
Gujarati,,,,,Manushya yonima j dev-gati bandhi,"મનુષ્ય યોનિમાં જ, દૈવ-ગતિ બાંધી",http://s768147321.onlinehome.us/DadaReact/PD/MS02-152.pdf
Gujarati,,,,,Trividh taapthi jagat aakhu akalay,ત્રિવિધ તાપથી જગત આખું અકળાય,http://s768147321.onlinehome.us/DadaReact/PD/MS02-153.pdf
Gujarati,,,,,Adhura ghada j chhalke,અધૂરા ઘડા જ છલકે,http://s768147321.onlinehome.us/DadaReact/PD/MS02-154.pdf
Gujarati,,,,,From birth to death,From Birth to Death,http://s768147321.onlinehome.us/DadaReact/PD/MS02-158.pdf
Gujarati,,,,,Gyani charan raj jo sevo,જ્ઞાની ચરણની રજ જો સેવો,http://s768147321.onlinehome.us/DadaReact/PD/MS03-001.pdf
Gujarati,,,,,"Karma nikal karva 'vir' jay anarya","કર્મ નિકાલ કરવા 'વીર' જાય અનાર્ય",http://s768147321.onlinehome.us/DadaReact/PD/MS03-002.pdf
Gujarati,,,,,"Bhed-mati 'kusang' aekant","ભેદ-મતિ 'કુસંગ' એકાંત",http://s768147321.onlinehome.us/DadaReact/PD/MS03-004.pdf
Gujarati,,,,,"Dada, chandra, kanu, trimurti","દાદા, ચંન્દ્ર, કનુ, ત્રિમૂર્તિ",http://s768147321.onlinehome.us/DadaReact/PD/MS03-005.pdf
Gujarati,,,,,"Aham-rogno aadi ved, dada charanamrut","અહમ-રોગનો આદિ વૈદ, દાદા ચરણામૃત",http://s768147321.onlinehome.us/DadaReact/PD/MS03-007.pdf
Gujarati,,,,,"Khs, pi, sui uthine nitya chhe","ખા, પી, સૂઈ, ઊઠીને નિત્ય છે",http://s768147321.onlinehome.us/DadaReact/PD/MS03-008.pdf
Gujarati,,,,,Amavasiu andharama chalta j lage,અમાવાસી અંધારાંમાં ચાલતાં જ લાગે,http://s768147321.onlinehome.us/DadaReact/PD/MS03-010.pdf
Gujarati,,,,,Antaskaran suddhathi nivedan je kare,અંતઃસ્કરણ શુદ્ધથી નિવેદન જે કરે,http://s768147321.onlinehome.us/DadaReact/PD/MS03-011.pdf
Gujarati,,,,,Kagalna khetarma shastra sutra vavni,કાગળનાં ખેતરમાં શાસ્ત્ર સૂત્ર વાવણી,http://s768147321.onlinehome.us/DadaReact/PD/MS03-012.pdf
Gujarati,,,,,kashay rami atakano bhav bandhan,કષાય રામી અટકણો ભવ બંધન,http://s768147321.onlinehome.us/DadaReact/PD/MS03-013.pdf
Gujarati,,,,,"He ambalal 'aa' patidar","હે અંબાલાલ 'આ' પાટીદાર",http://s768147321.onlinehome.us/DadaReact/PD/MS03-014.pdf
Gujarati,,,,,Gyani parmarthi ujjaval udayachal,જ્ઞાની પરમાર્થી ઊજ્જવળ ઉદયાચલ,http://s768147321.onlinehome.us/DadaReact/PD/MS03-015.pdf
Gujarati,,,,,"Tanmayta sah karyakaran na, buddhimishra","તન્મયતા સહ કાર્યકારણનાં, બુદ્ધિમિશ્ર",http://s768147321.onlinehome.us/DadaReact/PD/page_1529.pdf
Gujarati,,,,,"Jay sachhidand, he dada bhagwan ","જય સચ્ચિદાનંદ, હે દાદા ભગવાન",http://s768147321.onlinehome.us/DadaReact/PD/MS03-017.pdf
Gujarati,,,,,Kalpatit murtiman he moksha swaroop,કલ્પાતીત મૂર્તિમાન હે મોક્ષ સ્વરૂપ,http://s768147321.onlinehome.us/DadaReact/PD/MS03-018.pdf
Gujarati,,,,,Siddha kshetri parmandi keval aatma sangna,સિદ્ધ ક્ષેત્રી પરમાનંદ કેવળ આત્મ સંજ્ઞા,http://s768147321.onlinehome.us/DadaReact/PD/page_1507.pdf
Gujarati,,,,,"Laakh yuge asambhavk, 'lift-margi' gyan","લાખ યુગે અસંભવ, 'લિફ્ટ-માર્ગી' જ્ઞાન",http://s768147321.onlinehome.us/DadaReact/PD/MS03-020.pdf
Gujarati,,,,,"Matru-pitru, bhai-ben, Samuhik suddha","માતૃ-પિતૃ, ભાઈ-બેન, સામુહિક શુદ્ધ",http://s768147321.onlinehome.us/DadaReact/PD/MS03-021.pdf
Gujarati,,,,,Keval aatma pragat sukshamatam,કેવળ આત્મા પ્રગટ સૂક્ષ્મતમ,http://s768147321.onlinehome.us/DadaReact/PD/MS03-022.pdf
Gujarati,,,,,"Aek pan shabda vina, suddha koro kagal","એક પણ શબ્દ વિના, શુદ્ધ કોરો કાગળ",http://s768147321.onlinehome.us/DadaReact/PD/MS03-023.pdf
Gujarati,,,,,"Jeevta bafay nahi to, kaliyugna","જીવતાં બફાય નહીં તો, કળીયુગ ના",http://s768147321.onlinehome.us/DadaReact/PD/MS03-025.pdf
Gujarati,,,,,Mudhatmanu pralay-roop tandav-nrutya,મૂઢાત્માનું પ્રલય-રૂપ તાંડવ-નૃત્ય,http://s768147321.onlinehome.us/DadaReact/PD/MS03-026.pdf
Gujarati,,,,,Lakh karod shastrama mithya-buddhi,લાખ કરોડ શાસ્ત્રમાં મિથ્યા-બુદ્ધિ,http://s768147321.onlinehome.us/DadaReact/PD/MS03-027.pdf
Gujarati,,,,,Kalpa anante pamiya ananya tvam sharna,કલ્પ અનંતે પામિયા અનન્ય ત્વં શરણાં,http://s768147321.onlinehome.us/DadaReact/PD/MS03-028.pdf
Gujarati,,,,,"Patni boli 'vahala"" juo saga","પત્ની બોલી 'વ્હાલા જુઓ' સગાં",http://s768147321.onlinehome.us/DadaReact/PD/MS03-029.pdf
Gujarati,,,,,Prapta nimittma khench ya khasedthi,પ્રાપ્ત નિમિત્તમાં ખેંચ યા ખસેડથી,http://s768147321.onlinehome.us/DadaReact/PD/MS03-030.pdf
Gujarati,,,,,Prapta nimittma khench ya khasedthi,"પ્રાકૃત ગુણ 'બ્રહ્મચર્ય' ફરજિયાત",http://s768147321.onlinehome.us/DadaReact/PD/MS03-031.pdf
Gujarati,,,,,Pakhaline dam diye padana vankma,પખાલીને ડામ દીયે પાડાનાં વાંકમાં,http://s768147321.onlinehome.us/DadaReact/PD/MS03-032.pdf
Gujarati,,,,,"Satkamine bodh, bij nishkam","સતકામીને બોધ, બીજ નિષ્કામ",http://s768147321.onlinehome.us/DadaReact/PD/MS03-033.pdf
Gujarati,,,,,"Bal jivo befam bahekya, 'bevdo'","બાળ જીવો બેફામ બહેક્યા, 'બેવડો'",http://s768147321.onlinehome.us/DadaReact/PD/MS03-034.pdf
